Q_D_t0,V_D_baseline,V_D_immediate,V_I_immediate,hidden_commitment,K_D,K_P,t_star,minimum_rate_full_prevention
0.0,19.462308,0.0,6.0,True,3.243718,2.543718,2.5,0.03900000000000001
