HDC_without_present_viability_loss,tipping_not_equivalent_to_HDC,real_options_not_equivalent_to_HDC,robust_failure_not_equivalent_to_HDC,visible_deficit_excluded,all_separability_checks_pass
True,True,True,True,True,True
