parameter_sets,fraction_hidden_commitment,fraction_KP_positive,positive_KP_cases,boundary_cases_saved,finite_t_star,monte_carlo_n,mc_fraction_hidden,mc_fraction_KP_positive,full_prevention_delay_points
64,1.0,0.0,0,25,,40,0.975,0.0,0
